uri,playlist,track.name,track.album.name,track.album.release_date,track.popularity,primaryartist_name,primaryartist_uri,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:5TljqB3tKMmYMRXUc95mjt,Daily Mix 2,Ride The Wings Of Pestilence,"Dear Diary, My Teen Angst Has A Body Count",2005-07-26,40,From First To Last,spotify:artist:5n71fmAB8Un2IfAPn64erN,7,-4.156,0,0.0745,0.000631,0,0.131,0.222,165.332,260627,3
spotify:track:4CilIy3dA3P9Tq2NFqKEOX,Daily Mix 2,Car Underwater,What To Do When You Are Dead,2005,51,Armor For Sleep,spotify:artist:7eSbps3Uha3MMBNWhMYa2H,2,-5.052,1,0.0631,0.014,0,0.127,0.448,147.466,228707,4
spotify:track:7xBWYN1Dzciatr34K6sfDh,Daily Mix 3,Marching Bands of Manhattan,Plans,2005-08-29,48,Death Cab for Cutie,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,0,-9.765,1,0.0324,0.565,0.000396,0.0728,0.431,200.273,252560,4
spotify:track:6BwR8E925bOoGHFPS5tEOE,Daily Mix 3,Megaton Mile,Violet Street,2019-04-26,57,Local Natives,spotify:artist:75dQReiBOHN37fQgWQrIAJ,0,-5.07,0,0.0759,0.0476,0.000168,0.813,0.58,120.477,266533,4
spotify:track:1aRvUHgMe9ichgcHAAs12f,Daily Mix 3,Nellie,B-Room (Deluxe Edition),2013-10-01,62,Dr. Dog,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7,4,-9.936,1,0.0285,0.334,0.000539,0.0907,0.591,129.641,217613,4
spotify:track:3I2rGZE53u08Vy9iLO7fkd,Daily Mix 3,People Lullaby,Big Red Machine,2018-08-31,37,Big Red Machine,spotify:artist:7gXy60xRcwYujBFoYHnR2O,4,-10.406,1,0.0259,0.857,0.39,0.0843,0.125,97.891,323293,4
spotify:track:6b7B92At6GcqZwndlhpSH7,Daily Mix 3,Fast Times,Fast Times,2019-02-22,41,"Albert Hammond, Jr.",spotify:artist:1Li0eIWeMeWcOOWpImcG9H,7,-4.635,1,0.0381,0.000292,0.000688,0.0567,0.929,135.028,204333,4
spotify:track:0Fe3WxeO6lZZxj7ytvbDUh,Daily Mix 3,Dashboard,We Were Dead Before The Ship Even Sank,2007-03-20,62,Modest Mouse,spotify:artist:1yAwtBaoHLEDWAnWR87hBT,11,-5.013,0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,246173,4
spotify:track:5zChXjTxXTdYuWxYjfTks4,Daily Mix 3,Nova,Nova,2019-11-15,53,Local Natives,spotify:artist:75dQReiBOHN37fQgWQrIAJ,8,-8.381,0,0.0356,0.306,0.0111,0.263,0.289,140.09,205770,4
spotify:track:6OwwTVRndoy9aoDxsmrteR,Daily Mix 3,Australia,Wincing The Night Away,2007-01-23,64,The Shins,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,4,-4.468,1,0.038,0.00442,0.000142,0.308,0.838,169.935,236733,4
spotify:track:5boh3WTOJ1aOF6uUEF4HPh,Daily Mix 3,One Big Holiday,It Still Moves,2003-09-09,50,My Morning Jacket,spotify:artist:43O3c6wewpzPKwVaGEEtBM,9,-7.036,0,0.0525,0.0925,0.0143,0.24,0.313,136.85,321373,4
spotify:track:5WbjbodZ5kpubefsn1xuWA,Daily Mix 3,"Los Angeles, I'm Yours",Her Majesty The Decemberists,2003,39,The Decemberists,spotify:artist:7ITd48RbLVpUfheE7B86o2,0,-8.197,1,0.0391,0.324,0,0.128,0.656,146.17,257640,4
spotify:track:7GERsHmGC9ZzvsKB1SxVlt,Daily Mix 3,Sleepwalkin',Better Oblivion Community Center,2019-01-24,50,Better Oblivion Community Center,spotify:artist:3NBmfDV6Yh3hjuQUBVvYgO,11,-7.527,1,0.0749,0.00262,1.22e-05,0.301,0.544,143.353,192707,4
spotify:track:0SkIl3O2MVuY0bLiHQ72gi,Daily Mix 3,Love Love Love,The Sunset Tree,2005-05-02,44,The Mountain Goats,spotify:artist:3hyGGjxu73JuzBa757H6R5,4,-17.085,1,0.0453,0.733,0.335,0.0729,0.2,110.42,168560,4
spotify:track:4sD9nPRNqWww4mADeEfJhi,Daily Mix 3,We Looked Like Giants,Transatlanticism (10th Anniversary Edition),2003,44,Death Cab for Cutie,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,11,-6.638,0,0.0309,0.119,0.12,0.112,0.316,87.325,332813,4
spotify:track:08YfpkxGaSOlEBcwlSOFeY,Daily Mix 3,Abandoned Mansion,Abandoned Mansion,2017-01-31,54,Dr. Dog,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7,9,-7.921,1,0.0279,0.456,0.00456,0.0602,0.285,123.676,322646,4
spotify:track:5wCVLW9qMtIY9IkBeyYnh6,Daily Mix 3,When Am I Gonna Lose You,Violet Street,2019-04-26,68,Local Natives,spotify:artist:75dQReiBOHN37fQgWQrIAJ,11,-4.657,1,0.0967,0.0417,0.00036,0.119,0.514,142.088,264213,4
spotify:track:7gV7j4aFSU93vQC9d67rt5,Daily Mix 3,Buzzing in the Light,Critical Equation,2018-04-27,53,Dr. Dog,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7,7,-10.984,1,0.029,0.237,0.15,0.0846,0.263,138.434,241709,4
spotify:track:6LNwTodkmxsc2dKRJWQr6y,Daily Mix 3,A Lack of Color,Transatlanticism (10th Anniversary Edition),2003,54,Death Cab for Cutie,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,3,-12.581,1,0.0292,0.809,0.00126,0.107,0.356,135.799,215920,4
spotify:track:6HmTNg44SuMjv7o0PvM1Fs,Daily Mix 3,Fortress,Summer in Abaddon,2004-10-12,48,Pinback,spotify:artist:4ZWvN9FEfdTea1SEHjpTNi,7,-7.563,1,0.0396,0.0899,0.504,0.121,0.952,117.203,250227,4
spotify:track:4p82pfEa4cayPqXLN6Rhzm,Daily Mix 3,Dramamine,This Is a Long Drive for Someone with Nothing to Think About,1996-04-16,53,Modest Mouse,spotify:artist:1yAwtBaoHLEDWAnWR87hBT,4,-9.438,0,0.0412,0.326,0.105,0.107,0.796,185.12,342000,3
spotify:track:0VXp4zDspR993l2hIKW17g,Daily Mix 3,Anthems For A Seventeen Year-Old Girl,You Forgot It In People,2003-03-11,58,Broken Social Scene,spotify:artist:7lOJ7WXyopaxri0dbOiZkd,4,-9.415,1,0.0322,0.229,0.0168,0.125,0.403,80.154,275693,4
spotify:track:6qMVzWRTOcCyAPI8tlmot4,Daily Mix 3,Brand New Colony - Remastered,Give Up (Deluxe 10th Anniversary Edition),2003-02-19,46,The Postal Service,spotify:artist:5yV1qdnmxyIYiSFB02wpDj,0,-6.715,1,0.068,0.0865,0.00624,0.365,0.32,174.919,252653,4
spotify:track:2JQ9wMmURQMY5ysth04rHO,Daily Mix 3,The Predatory Wasp of The Palisades Is Out To Get Us,Illinois,2005-07-05,52,Sufjan Stevens,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,4,-10.883,1,0.0366,0.919,0.0368,0.111,0.309,153.132,323013,3
spotify:track:3sHMqJerbBsKRLiaUgoKR6,Daily Mix 3,Shy,Violet Street,2019-04-26,41,Local Natives,spotify:artist:75dQReiBOHN37fQgWQrIAJ,9,-3.599,1,0.2,0.0534,0.000126,0.716,0.221,165.682,271187,4
spotify:track:1LpYgSYSSWh7Sb751TXkK9,Daily Mix 3,Different Names for the Same Thing,Plans,2005-08-29,41,Death Cab for Cutie,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,2,-10.049,1,0.0327,0.18,0.925,0.112,0.0518,170.13,308507,3
spotify:track:721tATaNQPPGSuC3dYEI3h,Daily Mix 3,Sons & Daughters,The Crane Wife,2006-01-01,51,The Decemberists,spotify:artist:7ITd48RbLVpUfheE7B86o2,2,-8.263,1,0.0316,0.224,0,0.297,0.236,115.117,313600,4
spotify:track:5gFsx8I78aTK0aITIKX9L2,Daily Mix 3,Schizophrenia,Everything Under the Sun,2010-09-07,38,Jukebox The Ghost,spotify:artist:0L8jXe7QeS9oYUoXbANmX4,7,-3.818,1,0.0471,0.0159,0.00374,0.44,0.656,127.995,224253,4
spotify:track:03QGsIntWsHAF7m2N7TZKO,Daily Mix 3,Hollow Days,Hollow Days,2018-10-24,32,Twin Shadow,spotify:artist:6fLrPFLWLSCrp7gcTZXcKb,9,-8.843,1,0.0459,0.0109,0.00245,0.131,0.534,115.006,238957,4
spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,Daily Mix 3,Where'd All the Time Go?,"Shame, Shame (Deluxe Edition)",2010-11-02,64,Dr. Dog,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,234800,4
spotify:track:3GbvAuf1qB1XxwnNoRcAFy,Daily Mix 3,Sleeping Lessons,Wincing The Night Away,2007-01-23,56,The Shins,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,4,-8.191,1,0.0339,0.19,0.00827,0.14,0.179,115.022,238027,4
spotify:track:1pPqVrG2RCHXx81Aw4xp99,Daily Mix 3,Gravity Rides Everything,The Moon & Antarctica,2000-06-13,55,Modest Mouse,spotify:artist:1yAwtBaoHLEDWAnWR87hBT,4,-7.972,1,0.0396,0.431,0.0352,0.504,0.714,103.262,259840,4
spotify:track:7JvjjlZ5R1I1xRDsEkPuJ7,Daily Mix 3,"Say, Can You Hear","Say, Can You Hear",2018-11-30,54,Men I Trust,spotify:artist:3zmfs9cQwzJl575W1ZYXeT,6,-14.1,0,0.0598,0.78,0.763,0.11,0.49,157.912,189246,4
spotify:track:5p6Va7ynYWThHACvutLNmP,Daily Mix 3,Cadaver Sniffing Dog,In League with Dragons,2019-04-26,34,The Mountain Goats,spotify:artist:3hyGGjxu73JuzBa757H6R5,11,-10.393,0,0.0398,0.0375,0.1,0.158,0.865,173.412,234960,4
spotify:track:2GJSdXKKvskxVPo4b3TNdI,Daily Mix 3,Last Night,Even If It Kills Me,2008-04-29,38,Motion City Soundtrack,spotify:artist:19zqV9DV3txjMUjHvltl2D,1,-5.789,1,0.0303,0.0603,0,0.304,0.116,112.933,197773,4
spotify:track:3Wnhwe2RWJlfTSbO9N0D9N,Daily Mix 3,Gulf Shores,Violet Street,2019-04-26,40,Local Natives,spotify:artist:75dQReiBOHN37fQgWQrIAJ,2,-6.073,1,0.0432,0.024,1.64e-05,0.11,0.149,91.537,300560,4
spotify:track:70A02fbeDvj3HbhLU8w1Az,Daily Mix 3,June On The West Coast,Letting Off The Happiness,1998-11-02,35,Bright Eyes,spotify:artist:5o206eFLx38glA2bb4zqIU,0,-13.399,1,0.12,0.814,1.79e-05,0.116,0.532,128.601,214067,4
spotify:track:7pHz9U4AZVAQXjs6ik0duH,Daily Mix 3,Cath...,Narrow Stairs,2008-04-29,53,Death Cab for Cutie,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,9,-7.438,1,0.0349,0.0288,0.0142,0.132,0.381,165.792,229667,4
spotify:track:6x14wL9HvABR2Rix8N88EH,Daily Mix 3,Dylan Thomas,Better Oblivion Community Center,2019-01-24,58,Better Oblivion Community Center,spotify:artist:3NBmfDV6Yh3hjuQUBVvYgO,2,-7.995,1,0.0371,0.000128,0.000211,0.0916,0.505,116.072,216787,4
spotify:track:2vupkXhwL4sNCRgNu72HCZ,Daily Mix 3,Heart It Races - Cover Version,Heart It Races,2007-06-05,65,Dr. Dog,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7,10,-13.081,1,0.0391,0.443,0.0553,0.338,0.756,98.612,233128,4
spotify:track:0Nk2dSrlFJ7FNI0BcK2XAv,Daily Mix 3,Walk Away,The Pact,2018-09-14,28,Slothrust,spotify:artist:6Nwhmo3adbTqPMCsgBgkf4,7,-8.227,1,0.055,0.204,2.59e-05,0.425,0.312,121.96,268228,4
spotify:track:5yc59J3MR3tVDPTOgwgRI5,Daily Mix 3,Soul Meets Body,Plans,2005-08-29,60,Death Cab for Cutie,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,2,-5.735,0,0.0253,0.0767,3.26e-06,0.0893,0.714,128.142,229413,4
spotify:track:1eCQLMdAwweBZUWjd0Qrck,Daily Mix 3,The Past And Pending,"Oh, Inverted World",2001-06-19,49,The Shins,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,9,-12.976,1,0.0386,0.855,0.123,0.0882,0.146,118.862,323907,4
spotify:track:44DnIGEvTlhDkGv3xLSDcp,Daily Mix 3,Wide Eyes,Gorilla Manor,2010-02-16,56,Local Natives,spotify:artist:75dQReiBOHN37fQgWQrIAJ,11,-8.033,0,0.0397,0.00131,0.25,0.251,0.49,123.12,266053,4
spotify:track:0IwXp8V7wgFCIthRh2z8Ot,Daily Mix 3,The Crane Wife 3,The Crane Wife,2006-01-01,50,The Decemberists,spotify:artist:7ITd48RbLVpUfheE7B86o2,2,-9.656,1,0.0396,0.369,0.0422,0.107,0.185,119.536,258333,4
spotify:track:2lwwrWVKdf3LR9lbbhnr6R,Daily Mix 3,Float On,Good News For People Who Love Bad News,2004-04-05,70,Modest Mouse,spotify:artist:1yAwtBaoHLEDWAnWR87hBT,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,208467,4
spotify:track:2NVaKeIAUZwN5tXnn12EMi,Daily Mix 3,The Breeze,Fate,2008-07-22,59,Dr. Dog,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7,9,-7.74,1,0.0343,0.76,2.68e-05,0.612,0.319,90.124,239093,4
spotify:track:2y7JqO7Jc7ErdOmxpvifRF,Daily Mix 3,Crush,Crush,2018-07-10,55,Cigarettes After Sex,spotify:artist:1QAJqy2dA3ihHBFIHRphZj,5,-8.574,1,0.0252,0.0869,0.779,0.11,0.287,97.796,266667,4
spotify:track:6AYFKOPbmd12rUP5DalRwB,Daily Mix 3,3 Rounds and a Sound,3 Rounds and a Sound,2008-07-15,61,Blind Pilot,spotify:artist:6qiGjRyN7TJ1GA2nXF68Hi,1,-12.323,1,0.0337,0.843,0.00226,0.12,0.198,59.343,266960,4
spotify:track:5pmIkIp3mSP3HoCFYytZzb,Daily Mix 3,Tiny Vessels,Transatlanticism (10th Anniversary Edition),2003,48,Death Cab for Cutie,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,6,-8.552,0,0.0322,0.438,0.154,0.0896,0.0655,146.681,261760,4
spotify:track:4AnNE7nPSshznEi1WCBfFI,Daily Mix 3,With Arms Outstretched,The Execution Of All Things,2002-10-01,49,Rilo Kiley,spotify:artist:2cevwbv7ISD92VMNLYLHZA,4,-7.425,1,0.0268,0.536,0,0.242,0.183,108.128,223133,4
spotify:track:46exzPPGwXU9Xcoz5u618b,Daily Mix 3,Fountain Of Youth,Sunlit Youth,2016-09-09,48,Local Natives,spotify:artist:75dQReiBOHN37fQgWQrIAJ,1,-5.29,0,0.04,0.0129,3.36e-05,0.0835,0.264,80.767,233520,4
spotify:track:6S9f7k7SeqwkId3qaALw0r,Daily Mix 4,Dreaming (feat. Bruno Major),Dark,2018-11-09,51,SG Lewis,spotify:artist:0GG2cWaonE4JPrjcCCQ1EG,4,-7.599,0,0.572,0.102,0,0.571,0.426,205.005,233010,4
spotify:track:5FQL9Ur9NENmezh6zyG7uh,Daily Mix 4,Lotus Eater,Soundtrack to a Death,2014-11-17,1,Mura Masa,spotify:artist:5Q81rlcTFh3k6DQJXPdsot,11,-8.068,1,0.348,0.736,0.458,0.141,0.501,135.796,145655,1
spotify:track:2zKGBzm03BqPDszKUX2wqT,Daily Mix 4,LOVE ME HARD,LOVE ME HARD,2020-01-31,52,Elley Duhé,spotify:artist:67MNhiAICFY6Pwc2YxCO0K,3,-4.672,1,0.0361,0.000924,0.000142,0.422,0.557,139.937,218630,4
spotify:track:2KdYwQDq2yZnDyHjmoGCZj,Daily Mix 4,Play Me Like A Violin,Play Me Like A Violin,2018-02-09,61,Stephen,spotify:artist:64N1HzkQEXvjlJBQinWeu2,9,-5.467,1,0.184,0.658,0,0.122,0.608,160.024,232176,4
spotify:track:6JdkIVtXhXh08cBDbLkimw,Daily Mix 4,Dirty,Dirty,2020-01-31,41,CAPYAC,spotify:artist:5QP5fl1l4e9NmKmkMUOTF5,4,-6.206,0,0.0457,0.0336,0.0748,0.097,0.531,123.992,232202,4
spotify:track:0Xx0UPF4loz1ZJeZs4yhA0,Daily Mix 4,Tonight,Tonight,2017-10-13,42,Mishegas,spotify:artist:1F3BcbR6yzILOCzzA3i0Rh,4,-8.512,1,0.0318,0.225,0.263,0.0837,0.11,124.996,192364,4
spotify:track:5heCc8CzyOHlJiRLq3AFkE,Daily Mix 4,Attica '71,Freak,2014-10-28,36,Olivver the Kid,spotify:artist:3SoOohS0zlj8nLdGmhrKA7,9,-6.303,0,0.0609,0.107,0.011,0.0804,0.206,115.108,240651,4
spotify:track:0hRYdaKG1LD7rYcFOV3Amz,Daily Mix 4,Down in Flames,Down in Flames,2017-01-09,2,Ella Vos,spotify:artist:2zmrsXMHxagFz6vI2cD7r6,8,-8.241,0,0.153,0.067,0.0267,0.0961,0.0507,137.093,187508,4
spotify:track:01ADMjKzsqzXYN7Ddtu1cl,Daily Mix 4,Crave You,Down To Earth,2014-01-01,4,Flight Facilities,spotify:artist:1lc8mnyGrCLtPhCoWjRxjM,1,-8.985,0,0.082,0.105,0,0.076,0.325,120.034,234787,4
spotify:track:3a1DVjwshmHW9DR7pJMTaR,Daily Mix 4,Find,Find,2018-03-01,12,Shallou,spotify:artist:7C3Cbtr2PkH2l4tOGhtCsk,0,-7.608,1,0.0425,0.054,0.00108,0.232,0.293,92.06,219118,4
spotify:track:5cB0bovfcEjmgtSFguaY2j,Daily Mix 4,Shivers,Shivers - EP,2015-09-11,40,SG Lewis,spotify:artist:0GG2cWaonE4JPrjcCCQ1EG,11,-10.786,0,0.0519,0.197,5.57e-05,0.133,0.245,110.253,269469,4
spotify:track:0P1oO2gREMYUCoOkzYAyFu,Daily Mix 4,The Answer,"Hollywood, a Beautiful Coincidence",2017-09-22,38,Big Words,spotify:artist:0sHN89qak07mnug3LVVjzP,1,-5.031,1,0.217,0.0873,0,0.129,0.289,73.259,263680,4
spotify:track:3ykujidUtB16GxCQgPU1sz,Daily Mix 4,Falling Autumn,Falling Autumn,2017-02-28,49,alayna,spotify:artist:7JwNWaTv4y9WNJCihQFHpv,1,-6.231,0,0.0485,0.451,1.13e-06,0.103,0.252,131.107,225453,4
spotify:track:2TBZIENp9vpWA80YB2LOeM,Daily Mix 4,Fly,Virgo,2014-01-15,43,June Marieezy,spotify:artist:538d30rb03lrsD9u8Yipar,6,-14.13,0,0.0822,0.392,9.76e-05,0.168,0.0591,75.324,240629,4
spotify:track:1RKytJX5Lpe8yJm1Jx7XU5,Daily Mix 4,Yours,Yours - EP,2016-08-18,54,SG Lewis,spotify:artist:0GG2cWaonE4JPrjcCCQ1EG,6,-11.448,0,0.247,0.549,2.54e-05,0.222,0.211,127.908,230540,4
spotify:track:2LgG4EElR5CIk6G20l8r7p,Daily Mix 4,Love Your Days,Sampled Moods,2018-02-21,41,Cherokee,spotify:artist:6xmvWip8eqRc5jqv2bHg9j,4,-4.782,1,0.104,0.00479,0.394,0.218,0.485,104.978,230987,4
spotify:track:392RrzHOCBYJ7UcfDblnpu,Daily Mix 4,Say It - Clean Bandit Remix,Skin: The Remixes,2017-04-07,0,Flume,spotify:artist:6nxWCVXbOlEVRexSbLsTer,1,-5.26,1,0.0402,0.0367,0.0045,0.0711,0.312,129.998,330636,4
spotify:track:2s9C5THb9llwyVXtjveV4E,Daily Mix 4,Firefly,Someday Somewhere,2015-04-10,64,Mura Masa,spotify:artist:5Q81rlcTFh3k6DQJXPdsot,10,-9.21,1,0.12,0.437,4.78e-06,0.065,0.481,110.027,228000,4
spotify:track:34Fdddq75mSgLGIRv8ENa3,Daily Mix 4,Times We Had,Times We Had,2017-06-09,39,SG Lewis,spotify:artist:0GG2cWaonE4JPrjcCCQ1EG,6,-3.672,0,0.153,0.0172,1.49e-05,0.356,0.828,108.838,188434,4
spotify:track:3e2E4a5wFphHS1ZlhuIKXx,Daily Mix 4,Escape,Escape,2016-07-02,35,Zoology,spotify:artist:3V1zHjaKSXKbaOEGNHjuPO,7,-10.339,1,0.284,0.253,0.000101,0.302,0.277,104.982,185143,4
spotify:track:2vLWF4yFhTHQZVwrPTjH1s,Daily Mix 4,Floating (feat. Khalid),The Color Of You,2018-04-06,72,Alina Baraz,spotify:artist:6hfwwpXqZPRC9CsKI7qtv1,1,-9.026,0,0.0482,0.81,2.15e-06,0.11,0.578,84.95,174490,4
spotify:track:5uROsqewDUjSqmh3ow9vF0,Daily Mix 4,Down In It,Who is Donny Flamingo?,2018-02-23,24,CAPYAC,spotify:artist:5QP5fl1l4e9NmKmkMUOTF5,10,-9.604,0,0.0779,0.246,0.059,0.0849,0.397,103.019,303294,4
spotify:track:1QEoGdSXX8XEcZCk8P8UNy,Daily Mix 4,Basically,Vault Vol. 1,2017-02-07,43,STRFKR,spotify:artist:2Tz1DTzVJ5Gyh8ZwVr6ekU,6,-12.403,1,0.0451,0.218,0.688,0.0658,0.582,120.011,167493,4
spotify:track:51zNBPna773TdunfRtIhZ5,Daily Mix 4,Whatever You Want,Retract,2016-12-06,40,Vasser,spotify:artist:50TDoTqqIUsgQyPRSBg3S3,6,-10.001,0,0.0505,0.31,0.00536,0.0921,0.109,126.025,218472,4
spotify:track:6pS73Fd9tYg2KdgAyFHGKT,Daily Mix 4,Minnesota,Not in Love / Minnesota,2019-06-07,17,Olivver the Kid,spotify:artist:3SoOohS0zlj8nLdGmhrKA7,9,-2.44,1,0.0436,0.106,0.00737,0.403,0.577,79.993,273750,4
spotify:track:5YMYod4T7LpAxFKLCUUCPl,Daily Mix 4,Rewind,Toothpick,2016-04-12,0,Kai Straw,spotify:artist:1zXCFUgH6FWS0iCiCKsH55,4,-11.556,0,0.405,0.0346,0,0.481,0.564,180.081,246750,4
spotify:track:1XXqmnOgL9k9lcRT3hncTf,Daily Mix 4,Astronaut (Something About Your Love),Shadowboxer,2019-03-01,59,Mansionair,spotify:artist:4qOzMSukiZoiSjPQw8Zs7s,5,-8.732,0,0.0963,0.216,0.00511,0.11,0.343,106.048,202695,4
spotify:track:5JULCjcNtpQXVIxduc9FHw,Daily Mix 4,Preach,Preach EP,2016-12-23,27,ANH,spotify:artist:1kmyK4B8GpPz1nHI2MvOSO,6,-6.706,1,0.176,0.066,0.255,0.12,0.105,149.993,268800,4
spotify:track:5lJH3o6AFW9Aig1CdRdAF1,Daily Mix 4,Crossfire,Sincerely,2016-05-10,61,Stephen,spotify:artist:64N1HzkQEXvjlJBQinWeu2,5,-5.292,0,0.337,0.459,2.81e-06,0.676,0.199,73.552,270511,4
spotify:track:1Ze2M0o53wKYc7iNrTKg42,Daily Mix 4,Alone,Alone,2017-04-28,33,Reece,spotify:artist:0znYdSCG2n7myCQ8BRsJqL,4,-7.999,1,0.0285,0.817,5.22e-05,0.101,0.265,87.191,286956,4
spotify:track:2MnEG4htbbdfoUsyzxZ4BM,Daily Mix 4,Throwaway (with Clairo),Dawn,2019-06-21,70,SG Lewis,spotify:artist:0GG2cWaonE4JPrjcCCQ1EG,2,-6.588,1,0.0392,0.784,0.000598,0.112,0.869,140.034,180000,4
spotify:track:439xqSNVmUQIp1oWmg2CZH,Daily Mix 4,Malibuu (feat. Lani Renaldo),Up All Night - EP,2016-07-26,36,Matt DiMona,spotify:artist:1PMiXPKjsgXEDDcfIRNVaq,0,-7.112,1,0.0523,0.277,0.000615,0.105,0.152,120.036,216000,4
spotify:track:1HQPPpkiqnwpGRR0wVfXgg,Daily Mix 4,Reverie (feat. Fawna),A Trip To Soda Island,2016-07-29,32,Spire,spotify:artist:7K5NRntjpfFRDQVjsDmB61,8,-8.222,0,0.0886,0.382,0,0.0987,0.473,115.815,273244,4
spotify:track:3uSwz1gv799BQhkqgIgfSz,Daily Mix 4,Begin (feat. Wales),Begin (feat. Wales),2017-03-31,18,Shallou,spotify:artist:7C3Cbtr2PkH2l4tOGhtCsk,6,-11.131,1,0.0343,0.815,0.712,0.109,0.531,96.981,242860,4
spotify:track:2hulgdYA9kUBXb2SRwXUGp,Daily Mix 4,Arty Boy - Tennyson Remix,Arty Boy (The Remixes II),2017-09-29,37,Flight Facilities,spotify:artist:1lc8mnyGrCLtPhCoWjRxjM,10,-6.079,0,0.0631,0.516,0.04,0.105,0.884,132.048,143196,4
spotify:track:64TUmDi8kUUCF816GhdRXX,Daily Mix 4,Movin On,somewhere between nostalgia and paradise,2016-09-02,54,Shoffy,spotify:artist:4wO0kHiOwf8l9VMJJN9HmG,7,-12.958,1,0.055,0.488,0.0165,0.107,0.131,110.004,211636,4
spotify:track:4JiuLIWKkLH2iluzOhXh5Y,Daily Mix 4,Flames (feat. Ruel),Flames (feat. Ruel) [Lastlings Remix],2019-08-09,62,SG Lewis,spotify:artist:0GG2cWaonE4JPrjcCCQ1EG,9,-5.822,0,0.118,0.0891,0.00306,0.107,0.371,193.924,216765,3
spotify:track:67ypYxdNqx7uUGLXy3thHE,Daily Mix 4,Not in Love,Not in Love / Minnesota,2019-06-07,33,Olivver the Kid,spotify:artist:3SoOohS0zlj8nLdGmhrKA7,0,-5.555,1,0.0432,0.451,0,0.349,0.469,139.911,166500,4
spotify:track:1ek33BsjFQK6UKTUqpFrHQ,Daily Mix 4,Hit the Ceiling (Zikomo Remix),Hit the Ceiling Remixes,2017-12-01,43,Zikomo,spotify:artist:1dAZApOwTI2FsXbgfmfrmm,1,-9.705,1,0.314,0.0157,0.675,0.216,0.554,108.588,221084,4
spotify:track:1G7jzUSwN7UPwRY7UNsKbV,Daily Mix 4,Feathers,Feathers,2016-10-20,35,ESTA.,spotify:artist:4KZmpaIhanIo46eaQimtgO,4,-5.815,0,0.0611,0.252,0.826,0.313,0.807,86.005,223256,4
spotify:track:6pVyZ7RDJ6yMUkNAuQbZiB,Daily Mix 4,Your Love Is Enough,Caught Up,2016-05-06,29,Taylor Bense,spotify:artist:4wbRims8syxzV79sDWQ1Z9,0,-7.339,1,0.189,0.404,0.0274,0.0636,0.356,96.001,238750,4
spotify:track:507SDbWTQU1YuMs9HZW0Sb,Daily Mix 4,Underground,Underground,2018-12-07,34,CAPYAC,spotify:artist:5QP5fl1l4e9NmKmkMUOTF5,11,-8.637,0,0.0471,0.149,0.111,0.125,0.23,124.981,379680,4
spotify:track:3p8LPCCe2y7cosybYJlX7Y,Daily Mix 4,Come Home,Come Home,2017-07-14,59,BAYNK,spotify:artist:28yVvEvA2lT3K5RNIhV1Dj,9,-7.629,1,0.0479,0.432,0.265,0.0946,0.116,104.018,246923,4
spotify:track:4x8874idDYp8yxgKsyb4xG,Daily Mix 4,All Around The World (feat. Desiigner),Mura Masa,2017-07-14,51,Mura Masa,spotify:artist:5Q81rlcTFh3k6DQJXPdsot,2,-7.028,1,0.044,0.457,1.24e-05,0.185,0.313,132.016,164013,4
spotify:track:1I7XCtIe49rcEzcmdu8AnD,Daily Mix 4,Jaigantic - Galimatias Remix,High Enough,2015-06-19,24,Tora,spotify:artist:7KGI0OwY8iAL5rI5p47YyK,5,-10.302,1,0.0462,0.0878,0,0.358,0.47,130.076,179999,4
spotify:track:0ztJ66Xs25TACCl3wdWT93,Daily Mix 4,Rest,Dawn,2019-06-21,45,SG Lewis,spotify:artist:0GG2cWaonE4JPrjcCCQ1EG,2,-13.163,1,0.152,0.801,0.887,0.262,0.565,93.52,102674,4
